ANO_PUBLIC_ID,POP_PERSPECTIVE_FK,ANO_COMPONENT_NAME
EMAPA:26064,"Whole mouse","median sacral vein"
EMAPA:29637,"Whole mouse","median umbilical ligament"
EMAPA:35555,"Whole mouse","mediastinal lymph node"
EMAPA:36001,"Whole mouse",mediastinum
EMAPA:18331,"Whole mouse","mediastinum testis"
EMAPA:17550,"Whole mouse","medulla oblongata"
EMAPA:17553,"Whole mouse","medulla oblongata alar plate"
EMAPA:17554,"Whole mouse","medulla oblongata alar plate mantle layer"
EMAPA:17555,"Whole mouse","medulla oblongata alar plate marginal layer"
EMAPA:17556,"Whole mouse","medulla oblongata alar plate ventricular layer"
EMAPA:17557,"Whole mouse","medulla oblongata basal plate"
EMAPA:17558,"Whole mouse","medulla oblongata basal plate mantle layer"
EMAPA:17559,"Whole mouse","medulla oblongata basal plate marginal layer"
EMAPA:17560,"Whole mouse","medulla oblongata basal plate ventricular layer"
EMAPA:17551,"Whole mouse","medulla oblongata floor plate"
EMAPA:17552,"Whole mouse","medulla oblongata lateral wall"
EMAPA:32848,"Whole mouse","medulla oblongata mantle layer"
EMAPA:32852,"Whole mouse","medulla oblongata marginal layer"
EMAPA:19074,"Whole mouse","medulla oblongata part of 4th ventricle choroid plexus"
EMAPA:18786,"Whole mouse","medulla oblongata rest of basal plate"
EMAPA:18787,"Whole mouse","medulla oblongata rest of basal plate mantle layer"
EMAPA:18788,"Whole mouse","medulla oblongata rest of basal plate marginal layer"
EMAPA:18789,"Whole mouse","medulla oblongata rest of basal plate ventricular layer"
EMAPA:17562,"Whole mouse","medulla oblongata roof"
EMAPA:17561,"Whole mouse","medulla oblongata sulcus limitans"
EMAPA:32851,"Whole mouse","medulla oblongata ventricular layer"
EMAPA:28061,"Whole mouse","medullary collecting duct"
EMAPA:29014,"Whole mouse","medullary component of mesenchymal stroma"
EMAPA:18553,"Whole mouse","medullary raphe"
EMAPA:18790,"Whole mouse","medullary raphe mantle layer"
EMAPA:18791,"Whole mouse","medullary raphe marginal layer"
EMAPA:18792,"Whole mouse","medullary raphe ventricular layer"
EMAPA:31414,"Whole mouse","medullary renal tubule"
EMAPA:35556,"Whole mouse","medullary reticular formation"
EMAPA:35557,"Whole mouse","medullary tubule"
EMAPA:28965,"Whole mouse","meiotic germ cell of ovary"
EMAPA:31025,"Whole mouse","meiotic oocyte"
EMAPA:32660,"Whole mouse",meninges
EMAPA:16475,"Whole mouse","mesencephalic vesicle"
EMAPA:16980,"Whole mouse","mesencephalic vesicle"
EMAPA:30827,"Whole mouse","mesenchymal layer of crus of clitoris"
EMAPA:31575,"Whole mouse","mesenchymal layer of dorsal pelvic urethra"
EMAPA:31554,"Whole mouse","mesenchymal layer of dorsal pelvic urethra of female"
EMAPA:31552,"Whole mouse","mesenchymal layer of dorsal pelvic urethra of male"
EMAPA:31529,"Whole mouse","mesenchymal layer of dorsal primitive bladder"
EMAPA:32270,"Whole mouse","mesenchymal layer of ejaculatory duct"
EMAPA:30833,"Whole mouse","mesenchymal layer of glans clitoris"
EMAPA:30841,"Whole mouse","mesenchymal layer of labia"
EMAPA:30433,"Whole mouse","mesenchymal layer of labial swelling"
EMAPA:32259,"Whole mouse","mesenchymal layer of lower part of vagina"
EMAPA:30907,"Whole mouse","mesenchymal layer of pelvic urethra"
EMAPA:28765,"Whole mouse","mesenchymal layer of pelvic urethra of female"
EMAPA:28703,"Whole mouse","mesenchymal layer of pelvic urethra of male"
EMAPA:30948,"Whole mouse","mesenchymal layer of penile urethra"
EMAPA:30934,"Whole mouse","mesenchymal layer of phallic urethra of female"
EMAPA:28856,"Whole mouse","mesenchymal layer of phallic urethra of male"
EMAPA:30876,"Whole mouse","mesenchymal layer of primitive bladder"
EMAPA:30954,"Whole mouse","mesenchymal layer of prostatic urethra"
EMAPA:30885,"Whole mouse","mesenchymal layer of rest of urogenital sinus"
EMAPA:32272,"Whole mouse","mesenchymal layer of upper part of vagina"
EMAPA:31574,"Whole mouse","mesenchymal layer of ventral pelvic urethra"
EMAPA:31553,"Whole mouse","mesenchymal layer of ventral pelvic urethra of female"
EMAPA:31550,"Whole mouse","mesenchymal layer of ventral pelvic urethra of male"
EMAPA:31525,"Whole mouse","mesenchymal layer of ventral primitive bladder"
EMAPA:32287,"Whole mouse","mesenchymal pad of pelvic urethra of female"
EMAPA:32280,"Whole mouse","mesenchymal pad of pelvic urethra of male"
EMAPA:28880,"Whole mouse","mesenchymal stroma of ovary"
EMAPA:16097,"Whole mouse",mesenchyme
EMAPA:16099,"Whole mouse","mesenchyme derived from head mesoderm"
EMAPA:32735,"Whole mouse","mesenchyme derived from neural crest"
EMAPA:16598,"Whole mouse","mesenchyme derived from somatopleure"
EMAPA:16410,"Whole mouse","mesenchyme derived from somatopleure"
EMAPA:25356,"Whole mouse","mesenchyme derived from somites 01-04"
EMAPA:16599,"Whole mouse","mesenchyme derived from splanchnopleure"
EMAPA:16411,"Whole mouse","mesenchyme derived from splanchnopleure"
EMAPA:30725,"Whole mouse","mesenchyme of crus of clitoris"
EMAPA:30664,"Whole mouse","mesenchyme of crus penis"
EMAPA:35558,"Whole mouse","mesenchyme of degenerating paramesonephric duct of male"
EMAPA:29202,"Whole mouse","mesenchyme of degenerating rest of paramesonephric duct of male"
EMAPA:30487,"Whole mouse","mesenchyme of distal genital tubercle of female"
EMAPA:29207,"Whole mouse","mesenchyme of distal genital tubercle of male"
EMAPA:30493,"Whole mouse","mesenchyme of female preputial swelling"
EMAPA:30715,"Whole mouse","mesenchyme of glans clitoris"
EMAPA:29254,"Whole mouse","mesenchyme of glans of male genital tubercle"
EMAPA:30642,"Whole mouse","mesenchyme of glans penis"
EMAPA:30426,"Whole mouse","mesenchyme of labioscrotal swelling of female"
EMAPA:30512,"Whole mouse","mesenchyme of labioscrotal swelling of male"
EMAPA:29226,"Whole mouse","mesenchyme of male preputial swelling"
EMAPA:35559,"Whole mouse","mesenchyme of paramesonephric duct of female"
EMAPA:30072,"Whole mouse","mesenchyme of paramesonephric duct of female, mesonephric portion"
EMAPA:35560,"Whole mouse","mesenchyme of paramesonephric duct of male"
EMAPA:31573,"Whole mouse","mesenchyme of pelvic urethra"
EMAPA:31534,"Whole mouse","mesenchyme of proximal genital tubercle of female"
EMAPA:31501,"Whole mouse","mesenchyme of proximal genital tubercle of male"
EMAPA:28953,"Whole mouse","mesenchyme of rest of nephric duct of female"
EMAPA:29177,"Whole mouse","mesenchyme of rest of nephric duct of male"
EMAPA:28961,"Whole mouse","mesenchyme of rest of paramesonephric duct of female"
EMAPA:29189,"Whole mouse","mesenchyme of rest of paramesonephric duct of male"
EMAPA:31500,"Whole mouse","mesenchyme of urogenital sinus"
EMAPA:31519,"Whole mouse","mesenchyme of urogenital sinus"
EMAPA:32762,"Whole mouse",mesendoderm
EMAPA:17312,"Whole mouse","mesenteric artery"
EMAPA:35561,"Whole mouse","mesenteric lymph node"
EMAPA:17348,"Whole mouse","mesenteric vein"
EMAPA:35987,"Whole mouse",mesoderm
EMAPA:19082,"Whole mouse",mesoduodenum
EMAPA:35562,"Whole mouse",mesometrium
EMAPA:30580,"Whole mouse","mesonephric glomerulus"
EMAPA:30568,"Whole mouse","mesonephric glomerulus"
EMAPA:30547,"Whole mouse","mesonephric glomerulus of female"
EMAPA:30532,"Whole mouse","mesonephric glomerulus of male"
EMAPA:30560,"Whole mouse","mesonephric glomerulus of male"
EMAPA:27661,"Whole mouse","mesonephric mesenchyme"
EMAPA:27585,"Whole mouse","mesonephric mesenchyme"
EMAPA:28914,"Whole mouse","mesonephric mesenchyme of female"
EMAPA:29143,"Whole mouse","mesonephric mesenchyme of male"
EMAPA:27588,"Whole mouse","mesonephric tubule"
EMAPA:16747,"Whole mouse","mesonephric tubule"
EMAPA:27659,"Whole mouse","mesonephric tubule"
EMAPA:28919,"Whole mouse","mesonephric tubule of female"
EMAPA:29148,"Whole mouse","mesonephric tubule of male"
EMAPA:27644,"Whole mouse",mesonephros
EMAPA:16744,"Whole mouse",mesonephros
EMAPA:16745,"Whole mouse","mesonephros mesenchyme"
EMAPA:35563,"Whole mouse","mesonephros mesenchyme"
EMAPA:35564,"Whole mouse","mesonephros non-tubular part"
EMAPA:16746,"Whole mouse","mesonephros non-tubular part"
EMAPA:35565,"Whole mouse","mesonephros non-tubular part"
EMAPA:28909,"Whole mouse","mesonephros of female"
EMAPA:29138,"Whole mouse","mesonephros of male"
EMAPA:35566,"Whole mouse","mesonephros tubule"
EMAPA:17971,"Whole mouse",mesorchium
EMAPA:32856,"Whole mouse",mesothelium
EMAPA:17961,"Whole mouse",mesovarium
EMAPA:19302,"Whole mouse","metacarpo-phalangeal joint"
EMAPA:32654,"Whole mouse",metacarpus
EMAPA:32849,"Whole mouse","metacarpus cartilage condensation"
EMAPA:32850,"Whole mouse","metacarpus pre-cartilage condensation"
EMAPA:29990,"Whole mouse","metanephric mesenchyme"
EMAPA:17375,"Whole mouse","metanephric mesenchyme"
EMAPA:17208,"Whole mouse","metanephric mesenchyme"
EMAPA:17207,"Whole mouse",metanephros
EMAPA:17373,"Whole mouse",metanephros
EMAPA:35457,"Whole mouse","metanephros epithelium"
EMAPA:35458,"Whole mouse","metanephros glomerular epithelium"
EMAPA:35969,"Whole mouse","metanephros parietal epithelium"
EMAPA:35970,"Whole mouse","metanephros visceral epithelium"
EMAPA:32940,"Whole mouse",metatarsus
EMAPA:32951,"Whole mouse","metatarsus cartilage condensation"
EMAPA:35568,"Whole mouse","metatarsus mesenchyme"
EMAPA:32956,"Whole mouse","metatarsus pre-cartilage condensation"
EMAPA:17071,"Whole mouse",metencephalon
EMAPA:17073,"Whole mouse","metencephalon alar plate"
EMAPA:17075,"Whole mouse","metencephalon alar plate mantle layer"
EMAPA:17076,"Whole mouse","metencephalon alar plate marginal layer"
EMAPA:17077,"Whole mouse","metencephalon alar plate ventricular layer"
EMAPA:17078,"Whole mouse","metencephalon basal plate"
EMAPA:17079,"Whole mouse","metencephalon basal plate mantle layer"
EMAPA:17080,"Whole mouse","metencephalon basal plate marginal layer"
EMAPA:17081,"Whole mouse","metencephalon basal plate ventricular layer"
EMAPA:17258,"Whole mouse","metencephalon floor plate"
EMAPA:17072,"Whole mouse","metencephalon lateral wall"
EMAPA:17568,"Whole mouse","metencephalon part of 4th ventricle choroid plexus"
EMAPA:18563,"Whole mouse","metencephalon rest of alar plate"
EMAPA:18564,"Whole mouse","metencephalon rest of alar plate mantle layer"
EMAPA:18565,"Whole mouse","metencephalon rest of alar plate marginal layer"
EMAPA:18566,"Whole mouse","metencephalon rest of alar plate ventricular layer"
EMAPA:35381,"Whole mouse","metencephalon rhombomere"
EMAPA:17259,"Whole mouse","metencephalon roof"
EMAPA:17567,"Whole mouse","metencephalon sulcus limitans"
EMAPA:32855,"Whole mouse","metencephalon ventricular layer"
EMAPA:19226,"Whole mouse","metopic suture"
EMAPA:16974,"Whole mouse",midbrain
EMAPA:17792,"Whole mouse","midbrain arachnoid mater"
EMAPA:19149,"Whole mouse","midbrain basal cistern"
EMAPA:19150,"Whole mouse","midbrain cisterna chiasmatica"
EMAPA:17793,"Whole mouse","midbrain dura mater"
EMAPA:16975,"Whole mouse","midbrain floor plate"
EMAPA:16976,"Whole mouse","midbrain lateral wall"
EMAPA:16977,"Whole mouse","midbrain mantle layer"
EMAPA:16978,"Whole mouse","midbrain marginal layer"
EMAPA:17791,"Whole mouse","midbrain meninges"
EMAPA:35569,"Whole mouse","midbrain periaqueductal grey"
EMAPA:17794,"Whole mouse","midbrain pia mater"
EMAPA:19052,"Whole mouse","midbrain rest of roof plate"
EMAPA:35570,"Whole mouse","midbrain reticular formation"
EMAPA:16981,"Whole mouse","midbrain roof plate"
EMAPA:19055,"Whole mouse","midbrain subarachnoid space"
EMAPA:35571,"Whole mouse","midbrain vascular element"
EMAPA:16979,"Whole mouse","midbrain ventricular layer"
EMAPA:32857,"Whole mouse","midbrain-hindbrain junction"
EMAPA:18615,"Whole mouse","middle cerebral artery"
EMAPA:18239,"Whole mouse","middle cerebral artery"
EMAPA:18440,"Whole mouse","middle cervical ganglion"
EMAPA:17000,"Whole mouse","middle ear"
EMAPA:35673,"Whole mouse","middle ear epithelium"
EMAPA:17001,"Whole mouse","middle ear mesenchyme"
EMAPA:19277,"Whole mouse","middle nasal meatus"
EMAPA:35572,"Whole mouse","middle phalanx"
EMAPA:16255,"Whole mouse",midgut
EMAPA:19253,"Whole mouse","midgut derived large intestine"
EMAPA:19260,"Whole mouse","midgut derived large intestine dorsal mesentery"
EMAPA:19257,"Whole mouse","midgut derived large intestine epithelium"
EMAPA:19258,"Whole mouse","midgut derived large intestine lumen"
EMAPA:19255,"Whole mouse","midgut derived large intestine mesenchyme"
EMAPA:19259,"Whole mouse","midgut derived large intestine mesentery"
EMAPA:19261,"Whole mouse","midgut derived large intestine vascular element"
EMAPA:16722,"Whole mouse","midgut dorsal mesentery"
EMAPA:17193,"Whole mouse","midgut duodenum"
EMAPA:16257,"Whole mouse","midgut endoderm"
EMAPA:16569,"Whole mouse","midgut epithelium"
EMAPA:17036,"Whole mouse","midgut loop"
EMAPA:17040,"Whole mouse","midgut loop dorsal mesentery"
EMAPA:27131,"Whole mouse","midgut loop epithelium"
EMAPA:17038,"Whole mouse","midgut loop epithelium"
EMAPA:27133,"Whole mouse","midgut loop lamina propria"
EMAPA:18391,"Whole mouse","midgut loop lumen"
EMAPA:17037,"Whole mouse","midgut loop mesenchyme"
EMAPA:17039,"Whole mouse","midgut loop mesentery"
EMAPA:27123,"Whole mouse","midgut loop mucosa"
EMAPA:27127,"Whole mouse","midgut loop muscularis"
EMAPA:27135,"Whole mouse","midgut loop muscularis mucosa"
EMAPA:27129,"Whole mouse","midgut loop serosa"
EMAPA:27125,"Whole mouse","midgut loop submucosa"
EMAPA:17041,"Whole mouse","midgut loop vascular element"
EMAPA:18377,"Whole mouse","midgut lumen"
EMAPA:16256,"Whole mouse","midgut mesenchyme"
EMAPA:16721,"Whole mouse","midgut mesentery"
EMAPA:16570,"Whole mouse","midgut vascular element"
EMAPA:35573,"Whole mouse","midline thalamic group"
EMAPA:18678,"Whole mouse","minor calyx"
EMAPA:35574,"Whole mouse","minor salivary gland"
EMAPA:17871,"Whole mouse","mitral valve"
EMAPA:18628,"Whole mouse","mitral valve leaflet"
EMAPA:35575,"Whole mouse",modiolus
EMAPA:32897,"Whole mouse",molar
EMAPA:32879,"Whole mouse","molar dental lamina"
EMAPA:32882,"Whole mouse","molar dental papilla"
EMAPA:35576,"Whole mouse","molar dental pulp"
EMAPA:32880,"Whole mouse","molar enamel organ"
EMAPA:32878,"Whole mouse","molar epithelium"
EMAPA:32881,"Whole mouse","molar mesenchyme"
EMAPA:25765,"Whole mouse",mouse
EMAPA:16258,"Whole mouse","mouth-foregut junction"
EMAPA:18328,"Whole mouse","Mullerian tubercle"
EMAPA:30785,"Whole mouse","mural of mature follicle"
EMAPA:29870,"Whole mouse","mural of secondary follicle"
EMAPA:30775,"Whole mouse","mural of tertiary follicle"
EMAPA:16047,"Whole mouse","mural trophectoderm"
EMAPA:29763,"Whole mouse","muscle layer of caput of epididymis"
EMAPA:29751,"Whole mouse","muscle layer of cauda of epididymis"
EMAPA:29931,"Whole mouse","muscle layer of cervix uteri"
EMAPA:29757,"Whole mouse","muscle layer of corpus of epididymis"
EMAPA:31577,"Whole mouse","muscle layer of dorsal pelvic urethra"
EMAPA:31560,"Whole mouse","muscle layer of dorsal pelvic urethra of female"
EMAPA:31556,"Whole mouse","muscle layer of dorsal pelvic urethra of male"
EMAPA:29270,"Whole mouse","muscle layer of ductus deferens"
EMAPA:32289,"Whole mouse","muscle layer of ejaculatory duct"
EMAPA:30447,"Whole mouse","muscle layer of epididymis"
EMAPA:30747,"Whole mouse","muscle layer of epididymis"
EMAPA:31264,"Whole mouse","muscle layer of infundibulum"
EMAPA:29046,"Whole mouse","muscle layer of oviduct"
EMAPA:30909,"Whole mouse","muscle layer of pelvic urethra"
EMAPA:28771,"Whole mouse","muscle layer of pelvic urethra of female"
EMAPA:28709,"Whole mouse","muscle layer of pelvic urethra of male"
EMAPA:30950,"Whole mouse","muscle layer of penile urethra"
EMAPA:30938,"Whole mouse","muscle layer of phallic urethra of female"
EMAPA:28859,"Whole mouse","muscle layer of phallic urethra of male"
EMAPA:30956,"Whole mouse","muscle layer of prostatic urethra"
EMAPA:30049,"Whole mouse","muscle layer of rest of oviduct"
EMAPA:29773,"Whole mouse","muscle layer of seminal vesicle"
EMAPA:31576,"Whole mouse","muscle layer of ventral pelvic urethra"
EMAPA:31559,"Whole mouse","muscle layer of ventral pelvic urethra of female"
EMAPA:31555,"Whole mouse","muscle layer of ventral pelvic urethra of male"
EMAPA:32715,"Whole mouse","muscle tissue"
EMAPA:29061,"Whole mouse","muscular layer of lower part of vagina"
EMAPA:29055,"Whole mouse","muscular layer of upper part of vagina"
EMAPA:30997,"Whole mouse","muscular layer of vagina"
EMAPA:28619,"Whole mouse","muscularis mucosa of bladder"
EMAPA:32295,"Whole mouse","muscularis mucosa of dorsal pelvic urethra of female"
EMAPA:32312,"Whole mouse","muscularis mucosa of dorsal pelvic urethra of male"
EMAPA:28625,"Whole mouse","muscularis mucosa of fundus"
EMAPA:30137,"Whole mouse","muscularis mucosa of neck"
EMAPA:32302,"Whole mouse","muscularis mucosa of prostatic urethra"
EMAPA:28631,"Whole mouse","muscularis mucosa of trigone"
EMAPA:32309,"Whole mouse","muscularis mucosa of ventral pelvic urethra of female"
EMAPA:32297,"Whole mouse","muscularis mucosa of ventral pelvic urethra of male"
EMAPA:35578,"Whole mouse",musculature
EMAPA:19215,"Whole mouse","musculo-phrenic artery"
EMAPA:19222,"Whole mouse","musculo-phrenic vein"
EMAPA:32714,"Whole mouse","musculoskeletal system"
EMAPA:17082,"Whole mouse",myelencephalon
EMAPA:17084,"Whole mouse","myelencephalon alar plate"
EMAPA:17085,"Whole mouse","myelencephalon alar plate mantle layer"
EMAPA:17086,"Whole mouse","myelencephalon alar plate marginal layer"
EMAPA:17087,"Whole mouse","myelencephalon alar plate ventricular layer"
EMAPA:17088,"Whole mouse","myelencephalon basal plate"
EMAPA:17089,"Whole mouse","myelencephalon basal plate mantle layer"
EMAPA:17090,"Whole mouse","myelencephalon basal plate marginal layer"
EMAPA:17091,"Whole mouse","myelencephalon basal plate ventricular layer"
EMAPA:17260,"Whole mouse","myelencephalon floor plate"
EMAPA:17083,"Whole mouse","myelencephalon lateral wall"
EMAPA:35398,"Whole mouse","myelencephalon rhombomere"
EMAPA:17261,"Whole mouse","myelencephalon roof plate"
EMAPA:32844,"Whole mouse","myelencephalon ventricular layer"
EMAPA:32847,"Whole mouse","myenteric nerve plexus"
EMAPA:35579,"Whole mouse","myenteric nerve plexus"
EMAPA:25136,"Whole mouse",mylohyoid
EMAPA:31134,"Whole mouse",myocoele
EMAPA:29923,"Whole mouse",myometrium
EMAPA:32841,"Whole mouse",myotome
EMAPA:35580,"Whole mouse",nail
EMAPA:35581,"Whole mouse","nail bed"
EMAPA:35582,"Whole mouse","nail matrix"
EMAPA:35583,"Whole mouse","nail plate"
EMAPA:17847,"Whole mouse",naris
EMAPA:35959,"Whole mouse","naris epithelium"
EMAPA:35353,"Whole mouse","nasal artery"
EMAPA:19202,"Whole mouse","nasal bone"
EMAPA:17852,"Whole mouse","nasal capsule"
EMAPA:17604,"Whole mouse","nasal cavity"
EMAPA:17605,"Whole mouse","nasal cavity epithelium"
EMAPA:17606,"Whole mouse","nasal cavity olfactory epithelium"
EMAPA:17607,"Whole mouse","nasal cavity respiratory epithelium"
EMAPA:16801,"Whole mouse","nasal epithelium"
EMAPA:18593,"Whole mouse","nasal meatus"
EMAPA:35584,"Whole mouse","nasal mesenchyme"
EMAPA:16680,"Whole mouse","nasal process"
EMAPA:35585,"Whole mouse","nasal process ectoderm"
EMAPA:35960,"Whole mouse","nasal process epithelium"
EMAPA:35586,"Whole mouse","nasal process mesenchyme"
EMAPA:17608,"Whole mouse","nasal septum"
EMAPA:25091,"Whole mouse","nasal septum cartilage"
EMAPA:18442,"Whole mouse","nasal septum epithelium"
EMAPA:18443,"Whole mouse","nasal septum mesenchyme"
EMAPA:17853,"Whole mouse","naso-lacrimal duct"
EMAPA:16679,"Whole mouse","naso-lacrimal groove"
EMAPA:18955,"Whole mouse","naso-palatine canal"
EMAPA:17670,"Whole mouse",nasopharynx
EMAPA:25092,"Whole mouse",nasopharynx
EMAPA:17672,"Whole mouse","nasopharynx epithelium"
EMAPA:17671,"Whole mouse","nasopharynx mesenchyme"
EMAPA:17673,"Whole mouse","nasopharynx vascular element"
EMAPA:35587,"Whole mouse",neck
EMAPA:32842,"Whole mouse",neocortex
EMAPA:35588,"Whole mouse","neocortex layer"
EMAPA:35589,"Whole mouse","neocortex region"
EMAPA:16368,"Whole mouse","nephric cord"
EMAPA:28429,"Whole mouse","nephric duct"
EMAPA:16577,"Whole mouse","nephric duct"
EMAPA:28425,"Whole mouse","nephric duct"
EMAPA:35590,"Whole mouse","nephric duct of female"
EMAPA:28924,"Whole mouse","nephric duct of female, mesonephric portion"
EMAPA:28945,"Whole mouse","nephric duct of female, rest of"
EMAPA:35591,"Whole mouse","nephric duct of male"
EMAPA:17970,"Whole mouse","nephric duct of male, mesonephric portion"
EMAPA:29173,"Whole mouse","nephric duct of male, rest of"
EMAPA:27591,"Whole mouse","nephric duct, mesonephric portion"
EMAPA:27663,"Whole mouse","nephric duct, mesonephric portion"
EMAPA:17377,"Whole mouse","nephric duct, metanephric portion"
EMAPA:27599,"Whole mouse","nephric duct, metanephric portion"
EMAPA:27602,"Whole mouse","nephric duct, pronephric portion"
EMAPA:31270,"Whole mouse","nephrogenic interstitium"
EMAPA:17953,"Whole mouse","nephrogenic interstitium"
EMAPA:27671,"Whole mouse","nephrogenic interstitium"
EMAPA:27721,"Whole mouse","nephrogenic zone"
EMAPA:31562,"Whole mouse","nephrogenic zone group"
EMAPA:35592,"Whole mouse",nephron
EMAPA:32808,"Whole mouse",nerve
EMAPA:31526,"Whole mouse","nerve of bladder"
EMAPA:35055,"Whole mouse","nerve of bulbourethral gland"
EMAPA:31557,"Whole mouse","nerve of caudal urethra"
EMAPA:35044,"Whole mouse","nerve of clitoris"
EMAPA:35049,"Whole mouse","nerve of ductus deferens"
EMAPA:35054,"Whole mouse","nerve of ejaculatory duct"
EMAPA:35047,"Whole mouse","nerve of epididymis"
EMAPA:35946,"Whole mouse","nerve of female reproductive system"
EMAPA:35045,"Whole mouse","nerve of genital tubercle of female"
EMAPA:35056,"Whole mouse","nerve of genital tubercle of male"
EMAPA:35043,"Whole mouse","nerve of labia"
EMAPA:35947,"Whole mouse","nerve of male reproductive system"
EMAPA:35051,"Whole mouse","nerve of ovary"
EMAPA:35052,"Whole mouse","nerve of oviduct"
EMAPA:31523,"Whole mouse","nerve of pelvic urethra"
EMAPA:31558,"Whole mouse","nerve of pelvic urethra"
EMAPA:31567,"Whole mouse","nerve of pelvic urethra of female"
EMAPA:31565,"Whole mouse","nerve of pelvic urethra of male"
EMAPA:35058,"Whole mouse","nerve of penile urethra"
EMAPA:35057,"Whole mouse","nerve of penis"
EMAPA:31524,"Whole mouse","nerve of phallic urethra"
EMAPA:31551,"Whole mouse","nerve of phallic urethra of female"
EMAPA:31568,"Whole mouse","nerve of phallic urethra of male"
EMAPA:35042,"Whole mouse","nerve of primitive bladder"
EMAPA:32285,"Whole mouse","nerve of prostate gland"
EMAPA:32279,"Whole mouse","nerve of prostatic urethra"
EMAPA:35050,"Whole mouse","nerve of scrotum"
EMAPA:35048,"Whole mouse","nerve of seminal vesicle"
EMAPA:35059,"Whole mouse","nerve of ureter"
EMAPA:35948,"Whole mouse","nerve of urinary system"
EMAPA:31528,"Whole mouse","nerve of urogenital sinus"
EMAPA:35053,"Whole mouse","nerve of uterine horn"
EMAPA:35041,"Whole mouse","nerve of uterus"
EMAPA:35046,"Whole mouse","nerve of vagina"
EMAPA:31569,"Whole mouse","nerves of urethra"
EMAPA:31533,"Whole mouse","nerves of urogenital sinus"
EMAPA:16469,"Whole mouse","nervous system"
EMAPA:32737,"Whole mouse","neural crest"
EMAPA:32288,"Whole mouse","neural crest derivative of pelvic urethra of female"
EMAPA:32286,"Whole mouse","neural crest derivative of pelvic urethra of male"
EMAPA:16073,"Whole mouse","neural ectoderm"
EMAPA:35593,"Whole mouse","neural ectoderm floor plate"
EMAPA:16528,"Whole mouse","neural fold"
EMAPA:32732,"Whole mouse","neural fold"
EMAPA:35594,"Whole mouse","neural groove"
EMAPA:16533,"Whole mouse","neural lumen"
EMAPA:16534,"Whole mouse","neural luminal occlusion"
EMAPA:16527,"Whole mouse","neural plate"
EMAPA:16095,"Whole mouse","neural plate"
EMAPA:18590,"Whole mouse","neural retina"
EMAPA:19155,"Whole mouse","neural retina inner nuclear layer"
EMAPA:19156,"Whole mouse","neural retina intermediate anuclear layer"
EMAPA:18591,"Whole mouse","neural retina nerve fiber layer"
EMAPA:18592,"Whole mouse","neural retina nuclear layer"
EMAPA:19157,"Whole mouse","neural retina outer nuclear layer"
EMAPA:17171,"Whole mouse","neural retinal epithelium"
EMAPA:16164,"Whole mouse","neural tube"
EMAPA:16530,"Whole mouse","neural tube"
EMAPA:17149,"Whole mouse","neural tube alar columns"
EMAPA:17150,"Whole mouse","neural tube basal columns"
EMAPA:16531,"Whole mouse","neural tube floor plate"
EMAPA:16532,"Whole mouse","neural tube lateral wall"
EMAPA:17148,"Whole mouse","neural tube mantle layer"
EMAPA:17151,"Whole mouse","neural tube marginal layer"
EMAPA:16535,"Whole mouse","neural tube roof plate"
EMAPA:17152,"Whole mouse","neural tube ventricular layer"
EMAPA:17519,"Whole mouse",neurohypophysis
EMAPA:17520,"Whole mouse","neurohypophysis infundibulum"
EMAPA:35595,"Whole mouse","neurohypophysis pars nervosa"
EMAPA:16075,"Whole mouse",node
EMAPA:16074,"Whole mouse","non-neural ectoderm"
EMAPA:16542,"Whole mouse",nose
EMAPA:35958,"Whole mouse","nose epithelium"
EMAPA:16191,"Whole mouse",notochord
EMAPA:16101,"Whole mouse","notochordal plate"
EMAPA:16102,"Whole mouse","notochordal process"
EMAPA:35596,"Whole mouse","nucleus ambiguus"
EMAPA:35597,"Whole mouse","nucleus of darkschewitsch"
EMAPA:35598,"Whole mouse","nucleus of diagonal band"
EMAPA:35599,"Whole mouse","nucleus of lateral olfactory tract"
EMAPA:35600,"Whole mouse","nucleus of trapezoid body"
EMAPA:18008,"Whole mouse","nucleus pulposus"
EMAPA:35601,"Whole mouse","nucleus related to visual cortex"
EMAPA:35602,"Whole mouse","nucleus reuniens"
EMAPA:35603,"Whole mouse","oblique abdominal muscle"
EMAPA:25112,"Whole mouse","occipital bone"
EMAPA:25113,"Whole mouse","occipital bone squamous part"
EMAPA:35604,"Whole mouse","occipital cortex"
EMAPA:17353,"Whole mouse","occipital myotome"
EMAPA:17574,"Whole mouse","oculomotor III nerve"
EMAPA:35605,"Whole mouse","oculomotor III nucleus"
EMAPA:26535,"Whole mouse","odontoid process"
EMAPA:32809,"Whole mouse","olfactory bulb"
EMAPA:35607,"Whole mouse","olfactory bulb external plexiform layer"
EMAPA:35608,"Whole mouse","olfactory bulb glomerular layer"
EMAPA:35609,"Whole mouse","olfactory bulb granule cell layer"
EMAPA:35610,"Whole mouse","olfactory bulb internal plexiform layer"
EMAPA:35611,"Whole mouse","olfactory bulb mitral cell layer"
EMAPA:35612,"Whole mouse","olfactory bulb subependymal zone"
EMAPA:17779,"Whole mouse","olfactory cortex"
EMAPA:17780,"Whole mouse","olfactory cortex mantle layer"
EMAPA:17781,"Whole mouse","olfactory cortex marginal layer"
EMAPA:32794,"Whole mouse","olfactory cortex subventricular zone"
